2021-03-12 22:46:43,com.android.settings
2021-03-12 22:46:55,com.samsung.android.lool
2021-03-12 22:49:38,com.android.settings
2021-03-12 22:49:41,com.samsung.android.lool
2021-03-12 22:49:48,com.android.systemui
2021-03-12 22:49:52,org.telegram.messenger
2021-03-12 22:50:22,com.android.settings
2021-03-12 22:50:24,com.samsung.android.lool
2021-03-12 22:51:58,com.android.settings
2021-03-12 22:52:00,com.samsung.android.lool
2021-03-12 22:52:50,org.telegram.messenger
2021-03-12 22:53:49,com.android.settings
2021-03-12 22:53:52,com.samsung.android.lool
2021-03-12 22:56:08,com.android.settings
2021-03-12 22:56:52,com.sec.android.app.myfiles
2021-03-12 23:00:10,android
2021-03-12 23:00:14,com.microsoft.office.excel
2021-03-12 23:01:24,com.sec.android.app.myfiles
2021-03-12 23:01:26,com.android.systemui
2021-03-12 23:01:37,com.android.settings
2021-03-12 23:02:14,org.telegram.messenger
2021-03-12 23:02:23,com.whatsapp
2021-03-12 23:06:18,com.android.settings
2021-03-12 23:07:24,com.google.android.packageinstaller
2021-03-12 23:07:33,com.android.settings
2021-03-12 23:08:31,com.android.chrome
2021-03-12 23:12:30,org.telegram.messenger
2021-03-12 23:14:20,com.android.chrome
2021-03-12 23:14:22,com.android.systemui
2021-03-12 23:14:34,com.sec.android.app.myfiles
2021-03-12 23:14:50,com.microsoft.office.excel
2021-03-12 23:15:04,com.sec.android.app.myfiles
2021-03-12 23:15:07,com.android.systemui
2021-03-12 23:15:13,com.sec.android.app.myfiles
2021-03-12 23:18:08,com.microsoft.office.excel
2021-03-12 23:18:40,com.sec.android.app.myfiles
2021-03-12 23:18:45,com.android.systemui
2021-03-12 23:19:00,com.android.chrome
2021-03-12 23:24:20,com.sec.android.app.myfiles
2021-03-12 23:24:31,com.microsoft.office.excel
2021-03-12 23:25:07,com.android.systemui
2021-03-12 23:25:13,org.telegram.messenger
2021-03-12 23:30:20,com.android.chrome
2021-03-12 23:31:32,com.android.systemui
2021-03-12 23:31:51,com.allfootball.news
2021-03-12 23:32:29,com.android.systemui
2021-03-12 23:32:30,com.android.chrome
2021-03-12 23:32:58,com.android.systemui
2021-03-12 23:33:00,com.allfootball.news
2021-03-12 23:33:13,com.android.systemui
2021-03-12 23:33:25,com.sec.android.app.myfiles
2021-03-12 23:33:37,com.android.systemui
2021-03-12 23:33:44,com.whatsapp
2021-03-12 23:34:14,com.sec.android.app.myfiles
2021-03-12 23:34:18,com.microsoft.office.excel
2021-03-12 23:34:58,com.android.systemui
2021-03-12 23:35:11,com.android.chrome
2021-03-12 23:39:53,com.whatsapp
2021-03-12 23:41:32,com.android.chrome
2021-03-12 23:42:15,com.whatsapp
2021-03-12 23:42:23,com.android.settings
2021-03-13 06:58:24,com.whatsapp
2021-03-13 07:03:19,org.telegram.messenger
2021-03-13 07:04:22,com.android.settings
2021-03-13 07:04:45,com.google.android.googlequicksearchbox
2021-03-13 07:11:39,com.whatsapp
2021-03-13 07:12:15,com.google.android.googlequicksearchbox
2021-03-13 07:12:26,com.android.chrome
2021-03-13 07:13:50,com.whatsapp
2021-03-13 07:14:19,com.android.chrome
2021-03-13 07:15:19,com.whatsapp
2021-03-13 07:15:39,com.android.chrome
2021-03-13 07:16:41,com.google.android.googlequicksearchbox
2021-03-13 07:17:33,com.android.chrome
2021-03-13 08:23:09,com.whatsapp
2021-03-13 08:23:30,com.google.android.youtube
2021-03-13 10:00:45,com.whatsapp
2021-03-13 10:22:11,com.calea.echo
2021-03-13 10:22:31,com.whatsapp
2021-03-13 10:34:39,com.calea.echo
2021-03-13 10:34:47,com.twitter.android
2021-03-13 10:35:48,com.whatsapp
2021-03-13 10:36:05,com.twitter.android
2021-03-13 11:28:24,com.whatsapp
2021-03-13 11:30:18,com.whatsapp
2021-03-13 11:34:59,com.whatsapp
2021-03-13 11:36:15,com.google.android.youtube
2021-03-13 11:45:57,com.whatsapp
2021-03-13 11:46:15,com.google.android.youtube
2021-03-13 11:47:06,com.whatsapp
2021-03-13 11:47:48,com.google.android.youtube
2021-03-13 11:50:46,com.musixmatch.android.lyrify
